#;Date-Time (CEST);Temperature   (°C);RH   (%);Dew Point   (°C);Started;Host Connected;End of File;LogID
5738;06/13/2025 05:15:00;9,19;74,97;4,99;;;;7
5739;06/13/2025 05:30:00;9,37;74,63;5,1;;;;7
5740;06/13/2025 05:45:00;9,81;73,42;5,29;;;;7
5741;06/13/2025 06:00:00;10,19;72,2;5,42;;;;7
5742;06/13/2025 06:15:00;10,56;68,72;5,06;;;;7
5743;06/13/2025 06:30:00;10,97;67,51;5,2;;;;7
5744;06/13/2025 06:45:00;11,54;64,78;5,15;;;;7
5745;06/13/2025 07:00:00;11,89;64,09;5,33;;;;7
5746;06/13/2025 07:15:00;12,32;62,07;5,28;;;;7
5747;06/13/2025 07:30:00;12,88;60,84;5,51;;;;7
5748;06/13/2025 07:45:00;13,38;57,6;5,2;;;;7
5749;06/13/2025 08:00:00;13,86;56,91;5,48;;;;7
5750;06/13/2025 08:15:00;14,41;54,67;5,41;;;;7
5751;06/13/2025 08:30:00;14,73;53,04;5,28;;;;7
5752;06/13/2025 08:45:00;15,18;51,33;5,22;;;;7
5753;06/13/2025 09:00:00;15,49;52,67;5,88;;;;7
5754;06/13/2025 09:15:00;16;50,93;5,86;;;;7
5755;06/13/2025 09:30:00;16,66;47,59;5,5;;;;7
5756;06/13/2025 09:45:00;16,84;40,57;3,37;;;;7
5757;06/13/2025 10:00:00;16,8;39,87;3,09;;;;7
5758;06/13/2025 10:15:00;17,11;39,4;3,21;;;;7
5759;06/13/2025 10:30:00;17,48;40,81;4,03;;;;7
5760;06/13/2025 10:45:00;17,64;37,98;3,16;;;;7
5761;06/13/2025 11:00:00;17,89;38,06;3,41;;;;7
5762;06/13/2025 11:15:00;18,08;40,65;4,52;;;;7
5763;06/13/2025 11:30:00;18,3;34,92;2,56;;;;7
5764;06/13/2025 11:45:00;17,99;37,67;3,36;;;;7
5765;06/13/2025 12:00:00;18,42;36,93;3,46;;;;7
5766;06/13/2025 12:15:00;18,7;37,4;3,89;;;;7
5767;06/13/2025 12:30:00;18,79;35,01;3,03;;;;7
5768;06/13/2025 12:45:00;19,21;36,98;4,17;;;;7
5769;06/13/2025 13:00:00;19,63;35,44;3,95;;;;7
5770;06/13/2025 13:15:00;19,82;32,79;3,01;;;;7
5771;06/13/2025 13:30:00;19,82;37,03;4,74;;;;7
5772;06/13/2025 13:45:00;20,05;34,98;4,13;;;;7
5773;06/13/2025 14:00:00;20,05;33,74;3,61;;;;7
5774;06/13/2025 14:15:00;20,44;30,72;2,63;;;;7
5775;06/13/2025 14:30:00;20,56;33,98;4,16;;;;7
5776;06/13/2025 14:45:00;20,81;34,02;4,4;;;;7
5777;06/13/2025 15:00:00;21,06;32,45;3,95;;;;7
5778;06/13/2025 15:15:00;21,25;34,97;5,18;;;;7
5779;06/13/2025 15:30:00;21,28;33,57;4,62;;;;7
5780;06/13/2025 15:45:00;21,3;33,63;4,66;;;;7
5781;06/13/2025 16:00:00;21,37;33,01;4,46;;;;7
5782;06/13/2025 16:15:00;21,73;35,93;5,99;;;;7
5783;06/13/2025 16:30:00;21,68;37,48;6,57;;;;7
5784;06/13/2025 16:45:00;21,7;38,77;7,08;;;;7
5785;06/13/2025 17:00:00;21,64;44,22;8,95;;;;7
5786;06/13/2025 17:15:00;21,5;43,26;8,5;;;;7
5787;06/13/2025 17:30:00;21,69;43,69;8,82;;;;7
5788;06/13/2025 17:45:00;21,47;46,6;9,58;;;;7
5789;06/13/2025 18:00:00;21,11;46,62;9,26;;;;7
5790;06/13/2025 18:15:00;20,89;48,62;9,68;;;;7
5791;06/13/2025 18:30:00;20,75;49,45;9,8;;;;7
5792;06/13/2025 18:45:00;20,36;51,87;10,16;;;;7
5793;06/13/2025 19:00:00;19,99;53,18;10,19;;;;7
5794;06/13/2025 19:15:00;19,27;54,57;9,91;;;;7
5795;06/13/2025 19:30:00;18,7;56,99;10,02;;;;7
5796;06/13/2025 19:45:00;18,17;57,59;9,68;;;;7
5797;06/13/2025 20:00:00;17,75;58,12;9,42;;;;7
5798;06/13/2025 20:15:00;17,28;59,93;9,44;;;;7
5799;06/13/2025 20:30:00;16,76;60,82;9,17;;;;7
5800;06/13/2025 20:45:00;16,32;61,57;8,94;;;;7
5801;06/13/2025 21:00:00;15,91;63,46;9;;;;7
5802;06/13/2025 21:15:00;15,47;64,96;8,93;;;;7
5803;06/13/2025 21:30:00;15,11;66,49;8,93;;;;7
5804;06/13/2025 21:45:00;14,75;67,61;8,84;;;;7
5805;06/13/2025 22:00:00;14,39;68,59;8,7;;;;7
5806;06/13/2025 22:15:00;14,1;69,17;8,55;;;;7
5807;06/13/2025 22:30:00;13,8;69,63;8,36;;;;7
5808;06/13/2025 22:45:00;13,45;70,18;8,14;;;;7
5809;06/13/2025 23:00:00;13,19;70,82;8,02;;;;7
5810;06/13/2025 23:15:00;12,93;71,23;7,86;;;;7
5811;06/13/2025 23:30:00;12,77;71,13;7,68;;;;7
5812;06/13/2025 23:45:00;12,67;71,3;7,63;;;;7
5813;06/14/2025 00:00:00;12,5;71,96;7,6;;;;7
5814;06/14/2025 00:15:00;12,4;72,8;7,67;;;;7
5815;06/14/2025 00:30:00;12,17;74,17;7,72;;;;7
5816;06/14/2025 00:45:00;12,13;75,18;7,88;;;;7
5817;06/14/2025 01:00:00;11,94;76,27;7,91;;;;7
5818;06/14/2025 01:15:00;11,77;77,32;7,95;;;;7
5819;06/14/2025 01:30:00;11,7;78,39;8,08;;;;7
5820;06/14/2025 01:45:00;11,57;79,29;8,12;;;;7
5821;06/14/2025 02:00:00;11,58;80,08;8,28;;;;7
5822;06/14/2025 02:15:00;11,56;80,36;8,31;;;;7
5823;06/14/2025 02:30:00;11,62;80,72;8,44;;;;7
5824;06/14/2025 02:45:00;11,68;80,89;8,52;;;;7
5825;06/14/2025 03:00:00;11,7;81,32;8,62;;;;7
5826;06/14/2025 03:15:00;11,63;81,75;8,63;;;;7
5827;06/14/2025 03:30:00;11,61;82,15;8,68;;;;7
5828;06/14/2025 03:45:00;11,47;82,73;8,65;;;;7
5829;06/14/2025 04:00:00;11,36;83,2;8,62;;;;7
5830;06/14/2025 04:15:00;11,17;83,45;8,49;;;;7
5831;06/14/2025 04:30:00;10,83;84,05;8,25;;;;7
5832;06/14/2025 04:45:00;10,82;85,18;8,44;;;;7
5833;06/14/2025 05:00:00;10,93;85,35;8,57;;;;7
5834;06/14/2025 05:15:00;10,95;85,27;8,58;;;;7
5835;06/14/2025 05:30:00;11,11;85,27;8,74;;;;7
5836;06/14/2025 05:45:00;11,34;84,88;8,9;;;;7
5837;06/14/2025 06:00:00;11,75;83,89;9,13;;;;7
5838;06/14/2025 06:15:00;12,1;83,02;9,31;;;;7
5839;06/14/2025 06:30:00;12,49;82,25;9,56;;;;7
5840;06/14/2025 06:45:00;13,06;81,05;9,9;;;;7
5841;06/14/2025 07:00:00;13,65;79,57;10,2;;;;7
5842;06/14/2025 07:15:00;14,41;78;10,64;;;;7
5843;06/14/2025 07:30:00;15,22;75,43;10,92;;;;7
5844;06/14/2025 07:45:00;15,86;73,23;11,09;;;;7
5845;06/14/2025 08:00:00;16,44;70,66;11,11;;;;7
5846;06/14/2025 08:15:00;16,89;69,49;11,29;;;;7
5847;06/14/2025 08:30:00;17,4;67,85;11,42;;;;7
5848;06/14/2025 08:45:00;17,82;67,19;11,67;;;;7
5849;06/14/2025 09:00:00;18,28;66,45;11,94;;;;7
5850;06/14/2025 09:15:00;18,8;64,27;11,93;;;;7
5851;06/14/2025 09:30:00;19,39;60,87;11,66;;;;7
5852;06/14/2025 09:45:00;19,75;61,16;12,08;;;;7
5853;06/14/2025 10:00:00;20,15;60,02;12,16;;;;7
5854;06/14/2025 10:15:00;20,47;57,76;11,88;;;;7
5855;06/14/2025 10:30:00;20,77;61,06;13,01;;;;7
5856;06/14/2025 10:45:00;21,05;58,6;12,65;;;;7
5857;06/14/2025 11:00:00;21,47;55,09;12,1;;;;7
5858;06/14/2025 11:15:00;21,77;55,14;12,39;;;;7
5859;06/14/2025 11:30:00;21,96;54,26;12,32;;;;7
5860;06/14/2025 11:45:00;22,12;54,46;12,53;;;;7
5861;06/14/2025 12:00:00;22,31;50,82;11,65;;;;7
5862;06/14/2025 12:15:00;22,71;53,99;12,94;;;;7
5863;06/14/2025 12:30:00;22,87;50,58;12,1;;;;7
5864;06/14/2025 12:45:00;23,18;51,62;12,69;;;;7
5865;06/14/2025 13:00:00;23,34;50,7;12,56;;;;7
5866;06/14/2025 13:15:00;23,45;50,14;12,5;;;;7
5867;06/14/2025 13:30:00;23,58;50,12;12,61;;;;7
5868;06/14/2025 13:45:00;24,02;51,43;13,41;;;;7
5869;06/14/2025 14:00:00;23,89;49,75;12,78;;;;7
5870;06/14/2025 14:15:00;24,47;48,2;12,83;;;;7
5871;06/14/2025 14:30:00;24,49;47,67;12,68;;;;7
5872;06/14/2025 14:45:00;24,64;45,91;12,24;;;;7
5873;06/14/2025 15:00:00;24,8;44,69;11,98;;;;7
5874;06/14/2025 15:15:00;25,1;47,81;13,28;;;;7
5875;06/14/2025 15:30:00;25,17;47,5;13,24;;;;7
5876;06/14/2025 15:45:00;25,36;44,61;12,46;;;;7
5877;06/14/2025 16:00:00;25,5;44,58;12,57;;;;7
5878;06/14/2025 16:15:00;25,59;44,95;12,78;;;;7
5879;06/14/2025 16:30:00;25,68;43,45;12,35;;;;7
5880;06/14/2025 16:45:00;25,73;44,31;12,68;;;;7
5881;06/14/2025 17:00:00;25,71;43,99;12,55;;;;7
5882;06/14/2025 17:15:00;25,92;45,58;13,29;;;;7
5883;06/14/2025 17:30:00;25,82;44,32;12,77;;;;7
5884;06/14/2025 17:45:00;25,81;42,52;12,13;;;;7
5885;06/14/2025 18:00:00;25,74;41,9;11,84;;;;7
5886;06/14/2025 18:15:00;25,69;41,24;11,56;;;;7
5887;06/14/2025 18:30:00;25,73;43,42;12,38;;;;7
5888;06/14/2025 18:45:00;25,6;42,7;12;;;;7
5889;06/14/2025 19:00:00;25,48;45,86;12,98;;;;7
5890;06/14/2025 19:15:00;25,3;45,41;12,67;;;;7
5891;06/14/2025 19:30:00;25,14;48,41;13,5;;;;7
5892;06/14/2025 19:45:00;24,72;49,08;13,33;;;;7
5893;06/14/2025 20:00:00;24,35;50,61;13,47;;;;7
5894;06/14/2025 20:15:00;23,81;53,13;13,71;;;;7
5895;06/14/2025 20:30:00;23,06;56,92;14,08;;;;7
5896;06/14/2025 20:45:00;22,23;60,53;14,25;;;;7
5897;06/14/2025 21:00:00;21,4;63,14;14,12;;;;7
5898;06/14/2025 21:15:00;20,56;64,88;13,74;;;;7
5899;06/14/2025 21:30:00;19,88;66,84;13,56;;;;7
5900;06/14/2025 21:45:00;19,31;68,11;13,3;;;;7
5901;06/14/2025 22:00:00;18,86;69,46;13,17;;;;7
5902;06/14/2025 22:15:00;18,51;70,36;13,03;;;;7
5903;06/14/2025 22:30:00;18,22;70,73;12,83;;;;7
5904;06/14/2025 22:45:00;17,89;71,32;12,64;;;;7
5905;06/14/2025 23:00:00;17,53;71,91;12,43;;;;7
5906;06/14/2025 23:15:00;17,26;72,58;12,31;;;;7
5907;06/14/2025 23:30:00;16,95;73,48;12,2;;;;7
5908;06/14/2025 23:45:00;16,52;74,75;12,04;;;;7
5909;06/15/2025 00:00:00;16,34;75,05;11,93;;;;7
5910;06/15/2025 00:15:00;16,07;75,62;11,78;;;;7
5911;06/15/2025 00:30:00;15,77;76,33;11,64;;;;7
5912;06/15/2025 00:45:00;15,45;76,75;11,41;;;;7
5913;06/15/2025 01:00:00;15,25;77,01;11,26;;;;7
5914;06/15/2025 01:15:00;15,39;76,01;11,2;;;;7
5915;06/15/2025 01:30:00;15,43;75,38;11,11;;;;7
5916;06/15/2025 01:45:00;15,38;75,25;11,04;;;;7
5917;06/15/2025 02:00:00;15,14;75,71;10,9;;;;7
5918;06/15/2025 02:15:00;14,8;76,54;10,73;;;;7
5919;06/15/2025 02:30:00;14,41;77,99;10,64;;;;7
5920;06/15/2025 02:45:00;14,23;78,58;10,57;;;;7
5921;06/15/2025 03:00:00;14,03;79,1;10,48;;;;7
5922;06/15/2025 03:15:00;13,84;79,96;10,46;;;;7
5923;06/15/2025 03:30:00;13,62;80,99;10,43;;;;7
5924;06/15/2025 03:45:00;13,56;81,13;10,41;;;;7
5925;06/15/2025 04:00:00;13,75;80,21;10,41;;;;7
5926;06/15/2025 04:15:00;13,45;80,52;10,18;;;;7
5927;06/15/2025 04:30:00;12,96;82,12;10;;;;7
5928;06/15/2025 04:45:00;13,01;82,2;10,06;;;;7
5929;06/15/2025 05:00:00;12,74;82,47;9,84;;;;7
5930;06/15/2025 05:15:00;12,61;83,71;9,94;;;;7
5931;06/15/2025 05:30:00;13,18;82,58;10,29;;;;7
5932;06/15/2025 05:45:00;14,14;79,32;10,63;;;;7
5933;06/15/2025 06:00:00;14,82;78,89;11,21;;;;7
5934;06/15/2025 06:15:00;15,57;76,8;11,53;;;;7
5935;06/15/2025 06:30:00;16,08;74,84;11,64;;;;7
5936;06/15/2025 06:45:00;16,28;75,07;11,87;;;;7
5937;06/15/2025 07:00:00;16,37;74,68;11,88;;;;7
5938;06/15/2025 07:15:00;16,65;74,12;12,04;;;;7
5939;06/15/2025 07:30:00;16,85;74,93;12,39;;;;7
5940;06/15/2025 07:45:00;16,96;73,86;12,29;;;;7
5941;06/15/2025 08:00:00;17,32;73,57;12,57;;;;7
5942;06/15/2025 08:15:00;18,19;73,03;13,29;;;;7
5943;06/15/2025 08:30:00;18,51;72,32;13,45;;;;7
5944;06/15/2025 08:45:00;19,69;68,66;13,78;;;;7
5945;06/15/2025 09:00:00;20,02;66,08;13,51;;;;7
5946;06/15/2025 09:15:00;20,14;68,19;14,11;;;;7
5947;06/15/2025 09:30:00;21,05;67,96;14,93;;;;7
5948;06/15/2025 09:45:00;21,78;63,86;14,66;;;;7
5949;06/15/2025 10:00:00;22,17;63,04;14,82;;;;7
5950;06/15/2025 10:15:00;22,16;65,57;15,42;;;;7
5951;06/15/2025 10:30:00;22,48;60,55;14,49;;;;7
5952;06/15/2025 10:45:00;23,16;61,74;15,44;;;;7
5953;06/15/2025 11:00:00;23,58;59,99;15,38;;;;7
5954;06/15/2025 11:15:00;24,45;58,44;15,79;;;;7
5955;06/15/2025 11:30:00;25,15;56,69;15,96;;;;7
5956;06/15/2025 11:45:00;25,45;56,12;16,09;;;;7
5957;06/15/2025 12:00:00;25,63;52,97;15,35;;;;7
5958;06/15/2025 12:15:00;26,3;53,53;16,13;;;;7
5959;06/15/2025 12:30:00;26,83;50,17;15,61;;;;7
5960;06/15/2025 12:45:00;27,41;51,88;16,67;;;;7
5961;06/15/2025 13:00:00;26,1;51,61;15,38;;;;7
5962;06/15/2025 13:15:00;25,49;55,24;15,88;;;;7
5963;06/15/2025 13:30:00;25,92;59,07;17,33;;;;7
5964;06/15/2025 13:45:00;24,82;61,35;16,89;;;;7
5965;06/15/2025 14:00:00;24,6;60,35;16,43;;;;7
5966;06/15/2025 14:15:00;23,24;63,75;16,01;;;;7
5967;06/15/2025 14:30:00;23,69;63,22;16,3;;;;7
5968;06/15/2025 14:45:00;23,77;62,78;16,28;;;;7
5969;06/15/2025 15:00:00;23,96;63,1;16,53;;;;7
5970;06/15/2025 15:15:00;23,43;66,5;16,86;;;;7
5971;06/15/2025 15:30:00;22,52;68,85;16,54;;;;7
5972;06/15/2025 15:45:00;22,37;69,98;16,65;;;;7
5973;06/15/2025 16:00:00;22,1;68,66;16,09;;;;7
5974;06/15/2025 16:15:00;21,92;67,25;15,59;;;;7
5975;06/15/2025 16:30:00;21,74;66,78;15,31;;;;7
5976;06/15/2025 16:45:00;21,54;65,79;14,89;;;;7
5977;06/15/2025 17:00:00;21,16;64,42;14,2;;;;7
5978;06/15/2025 17:15:00;20,95;63,47;13,78;;;;7
5979;06/15/2025 17:30:00;20,47;64,85;13,65;;;;7
5980;06/15/2025 17:45:00;19,61;63,74;12,57;;;;7
5981;06/15/2025 18:00:00;19,01;66,59;12,67;;;;7
5982;06/15/2025 18:15:00;18,32;68,12;12,35;;;;7
5983;06/15/2025 18:30:00;17,59;72,28;12,56;;;;7
5984;06/15/2025 18:45:00;16,24;77,66;12,34;;;;7
5985;06/15/2025 19:00:00;15,32;82,63;12,4;;;;7
5986;06/15/2025 19:15:00;14,99;84,36;12,39;;;;7
5987;06/15/2025 19:30:00;14,93;85,17;12,47;;;;7
5988;06/15/2025 19:45:00;14,83;85,57;12,45;;;;7
5989;06/15/2025 20:00:00;14,79;85,86;12,46;;;;7
5990;06/15/2025 20:15:00;14,68;85,36;12,27;;;;7
5991;06/15/2025 20:30:00;14,6;86,31;12,36;;;;7
5992;06/15/2025 20:45:00;14,65;86,86;12,5;;;;7
5993;06/15/2025 21:00:00;14,7;87,23;12,62;;;;7
5994;06/15/2025 21:15:00;14,87;87,74;12,88;;;;7
5995;06/15/2025 21:30:00;14,96;87,71;12,95;;;;7
5996;06/15/2025 21:45:00;14,88;87,5;12,84;;;;7
5997;06/15/2025 22:00:00;14,89;87,69;12,89;;;;7
5998;06/15/2025 22:15:00;14,93;87,98;12,97;;;;7
5999;06/15/2025 22:30:00;14,99;88,2;13,07;;;;7
6000;06/15/2025 22:45:00;15,08;88,36;13,18;;;;7
6001;06/15/2025 23:00:00;15,07;88,43;13,18;;;;7
6002;06/15/2025 23:15:00;15,12;88,56;13,26;;;;7
6003;06/15/2025 23:30:00;15,26;88,77;13,43;;;;7
6004;06/15/2025 23:45:00;15,38;88,93;13,58;;;;7
6005;06/16/2025 00:00:00;15,47;88,98;13,68;;;;7
6006;06/16/2025 00:15:00;15,66;89,08;13,88;;;;7
6007;06/16/2025 00:30:00;15,86;89,04;14,08;;;;7
6008;06/16/2025 00:45:00;15,96;88,64;14,1;;;;7
6009;06/16/2025 01:00:00;15,97;87,53;13,92;;;;7
6010;06/16/2025 01:15:00;15,82;85,98;13,49;;;;7
6011;06/16/2025 01:30:00;15,57;84,71;13,02;;;;7
6012;06/16/2025 01:45:00;15,36;83,37;12,57;;;;7
6013;06/16/2025 02:00:00;15,17;84,16;12,53;;;;7
6014;06/16/2025 02:15:00;15,17;83,55;12,42;;;;7
6015;06/16/2025 02:30:00;15,04;83,26;12,24;;;;7
6016;06/16/2025 02:45:00;14,93;83,08;12,1;;;;7
6017;06/16/2025 03:00:00;14,78;82,31;11,81;;;;7
6018;06/16/2025 03:15:00;14,71;82,69;11,81;;;;7
6019;06/16/2025 03:30:00;14,65;82,88;11,79;;;;7
6020;06/16/2025 03:45:00;14,56;83,44;11,8;;;;7
6021;06/16/2025 04:00:00;14,52;83,84;11,84;;;;7
6022;06/16/2025 04:15:00;14,45;83,26;11,67;;;;7
6023;06/16/2025 04:30:00;14,34;83,68;11,63;;;;7
6024;06/16/2025 04:45:00;14,22;83,33;11,45;;;;7
6025;06/16/2025 05:00:00;14,09;82,66;11,2;;;;7
6026;06/16/2025 05:15:00;14,06;81,85;11,02;;;;7
6027;06/16/2025 05:30:00;14,01;82,03;11,01;;;;7
6028;06/16/2025 05:45:00;13,97;82,1;10,98;;;;7
6029;06/16/2025 06:00:00;13,9;82,66;11,01;;;;7
6030;06/16/2025 06:15:00;13,84;82,71;10,97;;;;7
6031;06/16/2025 06:30:00;13,86;82,84;11,01;;;;7
6032;06/16/2025 06:45:00;14,2;82,28;11,24;;;;7
6033;06/16/2025 07:00:00;14,64;82,15;11,64;;;;7
6034;06/16/2025 07:15:00;14,59;80,86;11,36;;;;7
6035;06/16/2025 07:30:00;14,56;80,8;11,32;;;;7
6036;06/16/2025 07:45:00;14,65;80,7;11,38;;;;7
6037;06/16/2025 08:00:00;14,83;80,11;11,45;;;;7
6038;06/16/2025 08:15:00;15,04;79,89;11,62;;;;7
6039;06/16/2025 08:30:00;14,84;81,11;11,65;;;;7
6040;06/16/2025 08:45:00;14,21;84,74;11,69;;;;7
6041;06/16/2025 09:00:00;14;85,39;11,61;;;;7
6042;06/16/2025 09:15:00;14;86,29;11,77;;;;7
6043;06/16/2025 09:30:00;14,19;85,67;11,84;;;;7
6044;06/16/2025 09:45:00;14,94;82,98;12,09;;;;7
6045;06/16/2025 10:00:00;15,08;81,02;11,86;;;;7
6046;06/16/2025 10:15:00;15,27;79,43;11,75;;;;7
6047;06/16/2025 10:30:00;15,8;77,62;11,91;;;;7
6048;06/16/2025 10:45:00;15,8;76,17;11,62;;;;7
6049;06/16/2025 11:00:00;16,1;72,34;11,14;;;;7
6050;06/16/2025 11:15:00;16,21;72,04;11,18;;;;7
6051;06/16/2025 11:30:00;16,37;72,19;11,37;;;;7
6052;06/16/2025 11:45:00;16,69;72,57;11,75;;;;7
6053;06/16/2025 12:00:00;16,88;70,47;11,49;;;;7
6054;06/16/2025 12:15:00;16,98;71,48;11,8;;;;7
6055;06/16/2025 12:30:00;17,13;71,38;11,92;;;;7
6056;06/16/2025 12:45:00;17,34;67,66;11,32;;;;7
6057;06/16/2025 13:00:00;17,61;69,18;11,91;;;;7
6058;06/16/2025 13:15:00;18,54;69,65;12,91;;;;7
6059;06/16/2025 13:30:00;18,86;66,8;12,58;;;;7
6060;06/16/2025 13:45:00;18,68;66,43;12,32;;;;7
6061;06/16/2025 14:00:00;18,76;66,01;12,29;;;;7
6062;06/16/2025 14:15:00;19,35;64,36;12,47;;;;7
6063;06/16/2025 14:30:00;19,8;67,46;13,62;;;;7
6064;06/16/2025 14:45:00;19,42;63,79;12,4;;;;7
6065;06/16/2025 15:00:00;19,46;62,01;12,01;;;;7
6066;06/16/2025 15:15:00;19,05;62,42;11,72;;;;7
6067;06/16/2025 15:30:00;19,06;62,64;11,78;;;;7
6068;06/16/2025 15:45:00;20,66;56,93;11,84;;;;7
6069;06/16/2025 16:00:00;20,99;56,93;12,15;;;;7
6070;06/16/2025 16:15:00;20,47;58,14;11,98;;;;7
6071;06/16/2025 16:30:00;20,2;57,25;11,5;;;;7
6072;06/16/2025 16:45:00;20,48;59,6;12,37;;;;7
6073;06/16/2025 17:00:00;20,26;61,47;12,63;;;;7
6074;06/16/2025 17:15:00;20,36;58,8;12,05;;;;7
6075;06/16/2025 17:30:00;20,39;57,94;11,85;;;;7
6076;06/16/2025 17:45:00;20,75;58,04;12,22;;;;7
6077;06/16/2025 18:00:00;20,61;59,02;12,34;;;;7
6078;06/16/2025 18:15:00;19,99;61,64;12,42;;;;7
6079;06/16/2025 18:30:00;19,9;61,36;12,27;;;;7
6080;06/16/2025 18:45:00;19,87;62,75;12,58;;;;7
6081;06/16/2025 19:00:00;20,19;60,62;12,36;;;;7
6082;06/16/2025 19:15:00;20,21;61,36;12,56;;;;7
6083;06/16/2025 19:30:00;19,85;62,79;12,57;;;;7
6084;06/16/2025 19:45:00;19,47;63,11;12,29;;;;7
6085;06/16/2025 20:00:00;19,4;64,04;12,44;;;;7
6086;06/16/2025 20:15:00;19,2;63,69;12,16;;;;7
6087;06/16/2025 20:30:00;18,74;65,7;12,21;;;;7
6088;06/16/2025 20:45:00;18,18;67,65;12,11;;;;7
6089;06/16/2025 21:00:00;17,76;69,39;12,1;;;;7
6090;06/16/2025 21:15:00;17,36;70,9;12,05;;;;7
6091;06/16/2025 21:30:00;16,94;73,09;12,11;;;;7
6092;06/16/2025 21:45:00;16,52;75,09;12,11;;;;7
6093;06/16/2025 22:00:00;16,17;76,93;12,14;;;;7
6094;06/16/2025 22:15:00;15,97;78,24;12,2;;;;7
6095;06/16/2025 22:30:00;15,69;79,01;12,08;;;;7
6096;06/16/2025 22:45:00;15,23;80,26;11,87;;;;7
6097;06/16/2025 23:00:00;15,03;80,72;11,76;;;;7
6098;06/16/2025 23:15:00;14,85;80,57;11,56;;;;7
6099;06/16/2025 23:30:00;14,81;79,52;11,32;;;;7
6100;06/16/2025 23:45:00;14,53;79,47;11,04;;;;7
6101;06/17/2025 00:00:00;14,27;79,84;10,86;;;;7
6102;06/17/2025 00:15:00;14,05;80,37;10,74;;;;7
6103;06/17/2025 00:30:00;13,97;80,87;10,76;;;;7
6104;06/17/2025 00:45:00;13,97;80,93;10,77;;;;7
6105;06/17/2025 01:00:00;13,73;81,14;10,56;;;;7
6106;06/17/2025 01:15:00;13,43;81,68;10,37;;;;7
6107;06/17/2025 01:30:00;13,3;82,07;10,32;;;;7
6108;06/17/2025 01:45:00;13,38;82,88;10,55;;;;7
6109;06/17/2025 02:00:00;13,66;82,85;10,82;;;;7
6110;06/17/2025 02:15:00;13,94;82,57;11,04;;;;7
6111;06/17/2025 02:30:00;14,17;81,84;11,12;;;;7
6112;06/17/2025 02:45:00;14,32;80,78;11,07;;;;7
6113;06/17/2025 03:00:00;14,54;77,92;10,75;;;;7
6114;06/17/2025 03:15:00;14,55;77,25;10,63;;;;7
6115;06/17/2025 03:30:00;14,56;77,28;10,65;;;;7
6116;06/17/2025 03:45:00;14,52;77,58;10,66;;;;7
6117;06/17/2025 04:00:00;14,51;77,22;10,58;;;;7
6118;06/17/2025 04:15:00;14,3;76,86;10,32;;;;7
6119;06/17/2025 04:30:00;14,24;77,18;10,32;;;;7
6120;06/17/2025 04:45:00;14,2;77,85;10,4;;;;7
6121;06/17/2025 05:00:00;14,19;78,17;10,45;;;;7
6122;06/17/2025 05:15:00;14,18;78,64;10,53;;;;7
6123;06/17/2025 05:30:00;14,2;79,1;10,64;;;;7
6124;06/17/2025 05:45:00;14,2;79,86;10,79;;;;7
6125;06/17/2025 06:00:00;14,26;79,8;10,84;;;;7
6126;06/17/2025 06:15:00;14,43;80,13;11,07;;;;7
6127;06/17/2025 06:30:00;14,6;79,91;11,19;;;;7
6128;06/17/2025 06:45:00;14,74;79,44;11,24;;;;7
6129;06/17/2025 07:00:00;14,89;79,4;11,38;;;;7
6130;06/17/2025 07:15:00;14,97;79,03;11,38;;;;7
6131;06/17/2025 07:30:00;14,99;78,49;11,3;;;;7
6132;06/17/2025 07:45:00;15,09;78,49;11,39;;;;7
6133;06/17/2025 08:00:00;15,23;79,13;11,65;;;;7
6134;06/17/2025 08:15:00;15,43;76,69;11,37;;;;7
6135;06/17/2025 08:30:00;15,56;77,49;11,65;;;;7
6136;06/17/2025 08:45:00;15,66;75,87;11,43;;;;7
6137;06/17/2025 09:00:00;15,96;76,06;11,76;;;;7
6138;06/17/2025 09:15:00;16,13;76,39;11,99;;;;7
6139;06/17/2025 09:30:00;16,51;74,39;11,96;;;;7
6140;06/17/2025 09:45:00;17,07;75,19;12,66;;;;7
6141;06/17/2025 10:00:00;17,5;73,64;12,76;;;;7
6142;06/17/2025 10:15:00;17,66;73,12;12,81;;;;7
6143;06/17/2025 10:30:00;17,98;72,67;13,02;;;;7
6144;06/17/2025 10:45:00;18,57;68,7;12,73;;;;7
6145;06/17/2025 11:00:00;18,71;68,83;12,89;;;;7
6146;06/17/2025 11:15:00;19,07;66,85;12,78;;;;7
6147;06/17/2025 11:30:00;19,48;67,45;13,32;;;;7
6148;06/17/2025 11:45:00;19,99;65,79;13,42;;;;7
6149;06/17/2025 12:00:00;20,18;63,57;13,07;;;;7
6150;06/17/2025 12:15:00;20,68;61,93;13,14;;;;7
6151;06/17/2025 12:30:00;21,13;60,9;13,31;;;;7
6152;06/17/2025 12:45:00;21,23;59,05;12,93;;;;7
6153;06/17/2025 13:00:00;21,51;59,41;13,29;;;;7
6154;06/17/2025 13:15:00;21,94;62,32;14,43;;;;7
6155;06/17/2025 13:30:00;21,99;58,91;13,61;;;;7
6156;06/17/2025 13:45:00;22,29;56,69;13,3;;;;7
6157;06/17/2025 14:00:00;22,17;57,47;13,39;;;;7
6158;06/17/2025 14:15:00;22,52;57,74;13,79;;;;7
6159;06/17/2025 14:30:00;22,88;53,74;13,03;;;;7
6160;06/17/2025 14:45:00;23,18;57,13;14,25;;;;7
